,origin,age,color,sex,import_type,sire,dam,dam_sire,horse_id
1762,AUS,Unknown,Bay,Gelding,PPG,Nadeem,Miss Galileo,Galileo,V037
1763,GB,Unknown,Chestnut,Gelding,PP,Elnadim,Khaizarana,Alhaarth,N401
1764,GB,Unknown,Bay,Gelding,ISG,Exceed And Excel,Dixie Belle,Diktat,T331
1765,AUS,Unknown,Bay,Gelding,PPG,Strategic,Cosmic Safari,Tale Of The Cat,S070
1766,NZ,7,Bay,Gelding,PPG,Darci Brahma,Pins 'N' Needles,Pins,V344
1767,AUS,Unknown,Bay,Gelding,PPG,Reward For Effort,Charmed Lady,Jugah,A209
1768,AUS,Unknown,Bay,Gelding,PPG,Al Maher,Top Tips,Canny Lad,P445
1769,GB,Unknown,Grey,Gelding,PP,Verglas,Brazilian Style,Exit To Nowhere,P120
1770,NZ,Unknown,Bay,Horse,PPG,Elusive City,Yankee Gold,Western Symphony,M386
1771,NZ,Unknown,Bay,Gelding,PP,Shinko King,Cross Quarry,Cape Cross,V208
1772,USA,Unknown,Bay,Gelding,PP,Latent Heat,Purloin,Forest Wildcat,S003
1773,FR,Unknown,Bay,Gelding,PP,Excellent Art,Adrastea,Monsun,V182
1774,AUS,Unknown,Brown,Gelding,PP,Nadeem,Kohinoor,Danzero,N392
1775,AUS,Unknown,Bay,Gelding,PP,General Nediym,Midnight Fling,Danehill,M406
1776,GB,Unknown,Bay,Gelding,PP,Nayef,Strut,Danehill Dancer,T051
1777,JPN,Unknown,Dark Bay,Horse,VIS,Lohengrin,Stereotype,Sunday Silence,A608
1778,AUS,Unknown,Chestnut,Gelding,PPG,Not A Single Doubt,Open Handed,Generous,P260
1779,NZ,Unknown,Bay,Gelding,PP,Gallant Guru,Enzed,Anziyan,S260
1780,FR,Unknown,Chestnut,Gelding,PPG,Dutch Art,Barreda,Linamix,V048
1781,NZ,Unknown,Chestnut,Horse,VIS,Sebring,Mica's Pride,Bite The Bullet,T613
1782,IRE,Unknown,Bay,Gelding,VIS,Invincible Spirit,Sun Bittern,Seeking The Gold,A603
1783,IRE,Unknown,Bay,Gelding,PP,Kodiac,Catch A Smile,Silver Hawk,P271
1784,NZ,Unknown,Bay,Gelding,PP,Handsome Ransom,Mawasi,The Commander,P003
1785,FR,Unknown,Bay,Gelding,PP,Dunkerque,Grenade,Bering,T092
1786,AUS,Unknown,Bay,Gelding,PPG,O'Lonhro,Zero And Over,Danzero,V067
1787,IRE,Unknown,Bay,Gelding,PPG,Arcano,Babacora,Indian Ridge,A242
1788,USA,Unknown,Bay,Gelding,PP,Smart Strike,Seebe,Danzig,S195
1789,NZ,Unknown,Brown,Gelding,PP,Golan,Komplete Kaos,Desert Sun,N306
1790,AUS,Unknown,Brown,Rig,PP,Wonderful World,Hsin Hsin Wei,Star Way,P346
1791,IRE,Unknown,Bay,Gelding,PP,Windsor Knot,Toy Show,Danehill,T233
1792,AUS,Unknown,Brown,Gelding,PP,Rock Of Gibraltar,Sheer Brilliance,A P Indy,N268
1793,NZ,Unknown,Bay,Gelding,PP,Sakhee's Secret,Shinko Blu,Shinko Forest,S265
1794,NZ,Unknown,Chestnut,Gelding,PP,Sandtrap,Manchuria,Deputy Governor,P282
1795,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Majestic Harmony,Encosta de Lago,P381
1796,NZ,Unknown,Bay,Gelding,PPG,Per Incanto,Irish Magic,O'Reilly,V214
1797,AUS,7,Bay,Gelding,PPG,Haradasun,Nevaloveduanyway,Danzero,V202
1798,AUS,Unknown,Chestnut,Gelding,PP,Hidden Dragon,Grieger Girl,Agincourt,T123
1799,AUS,Unknown,Bay,Gelding,PP,Reward For Effort,Miss Ireland,O'Reilly,A213
1800,IRE,Unknown,Chestnut,Gelding,PP,Rock Of Gibraltar,Izzy Lou,Spinning World,S257
1801,AUS,Unknown,Brown,Gelding,ISG,Lonhro,Tell Someone,O'Reilly,P372
1802,AUS,7,Bay,Gelding,PPG,Exceed And Excel,Diamond Masque,Align,V138
1803,AUS,Unknown,Bay,Gelding,PP,All American,Lodore Falls,Redoute's Choice,A021
1804,GB,Unknown,Chestnut,Gelding,PP,Norse Dancer,Rainbow End,Botanic,N375
1805,AUS,Unknown,Bay,Gelding,PPG,Bel Danoro,Acquisition,Woodman,T061
1806,AUS,Unknown,Bay,Gelding,PPG,Redoute's Choice,Princess Coup,Encosta de Lago,T251
1807,NZ,Unknown,Bay,Gelding,PPG,Zabeel,Maldivius,Stratum,T386
1808,AUS,Unknown,Bay,Gelding,PPG,Dehere,Testa Reale,Testa Rossa,P305
1809,AUS,7,Bay,Gelding,PP,Not A Single Doubt,Donna's Appeal,Carnegie,A252
1810,GB,Unknown,Chestnut,Gelding,PP,Three Valleys,Hoh Dancer,Indian Ridge,P193
1811,AUS,Unknown,Chestnut,Gelding,PPG,Stratum,Gothic Darkness,Comrade,S293
1812,IRE,Unknown,Bay,Gelding,PPG,Invincible Spirit,Quad's Melody,Spinning World,S075
1813,NZ,Unknown,Brown,Gelding,PPG,Elusive City,Mac Five,Faltaat,P258
1814,AUS,Unknown,Brown,Gelding,ISG,Statue Of Liberty,Prompt,Exceed And Excel,T334
1815,NZ,Unknown,Brown,Gelding,PP,Savabeel,Be Fabulous,Pins,V268
1816,NZ,Unknown,Chestnut,Gelding,PPG,Thorn Park,Eidercrown,Regal Classic,P030
1817,NZ,Unknown,Bay,Gelding,PPG,Tavistock,Amber Sea,Align,V402
1818,FR,Unknown,Bay,Gelding,PP,Youmzain,Lady Fashion,Oasis Dream,V176
1819,AUS,Unknown,Bay,Gelding,PPG,General Nediym,Windfall,Last Tycoon,M220
1820,AUS,Unknown,Bay,Gelding,PP,Any Given Saturday,Pink Champagne,Carnegie,P383
1821,NZ,8,Brown,Gelding,ISG,O'Reilly,The Dazzler,Centaine,S347
1822,USA,Unknown,Chestnut,Gelding,PPG,Speightstown,Kenza,Menifee,N111
1823,GB,Unknown,Bay,Gelding,PPG,Sakhee's Secret,Greensand,Green Desert,S116
1824,AUS,Unknown,Brown,Gelding,PPG,Redoute's Choice,Fragmentation,Snippets,S430
1825,NZ,Unknown,Bay,Gelding,PPG,Sakhee's Secret,Queen Petrolia,Farma Way,T041
1826,NZ,Unknown,Bay,Gelding,PPG,Alamosa,Sheeza Don,Don Eduardo,T274
1827,AUS,Unknown,Bay,Gelding,PP,Mossman,Mill Bridge,Snippets,V134
1828,AUS,Unknown,Bay,Gelding,VIS,Big Brown,Superb Lady,Canny Lad,A624
1829,NZ,Unknown,Bay,Gelding,PP,Darci Brahma,Shi Kin Fly,Shinko King,A037
1830,AUS,Unknown,Bay,Gelding,PPG,I Am Invincible,Royal Wit,Royal Academy,V154
1831,NZ,Unknown,Bay,Gelding,PP,Danroad,Mrs Guilty,Mr Leader,S295
1832,GB,Unknown,Bay,Gelding,PP,Royal Applause,Birdie,Alhaarth,S249
1833,AUS,Unknown,Bay,Gelding,PPG,Floral Pegasus,Brazilian Choice,Tale Of The Cat,T214
1834,AUS,Unknown,Chestnut,Gelding,PP,Snitzel,Tan Tat Star,Umatilla,T301
1835,GB,Unknown,Chestnut,Gelding,PPG,Sakhee's Secret,Here To Me,Muhtarram,P227
1836,IRE,Unknown,Chestnut,Gelding,PP,Zoffany,Attalea,Monsun,A132
1837,AUS,Unknown,Chestnut,Gelding,PPG,Zizou,Mokaraba,Cape Cross,V205
1838,FR,Unknown,Bay,Gelding,PP,Hurricane Cat,Olga Bere,Broadway Flyer,N220
1839,AUS,Unknown,Bay,Gelding,PP,Sequalo,Isobelle Ellen,Celestial Dancer,S102
1840,NZ,Unknown,Brown,Mare,VIS,Savabeel,Staryn Glenn,Montjeu,V616
1841,AUS,6,Bay,Gelding,PP,Choisir,Uno Sayuri,Scatter The Gold,A260
1842,NZ,Unknown,Grey,Gelding,PPG,Mastercraftsman,Skate,Stravinsky,V036
1843,NZ,Unknown,Brown,Gelding,PPG,Alamosa,Superb Melody,Unbridled's Song,S383
1844,AUS,Unknown,Bay,Gelding,PP,Astronomer Royal,Precarious,Snippets,V070
1845,AUS,Unknown,Bay,Gelding,PPG,Duporth,Delorosa,Show A Heart,A079
1846,AUS,Unknown,Bay,Gelding,PP,Minardi,Spirit Of Patch,Full And By,S053
1847,IRE,Unknown,Bay,Gelding,PPG,Dark Angel,Dawn Chorus,Mukaddamah,V122
1848,GB,7,Bay,Gelding,PP,Equiano,Langs Lash,Noverre,V293
1849,NZ,Unknown,Bay,Gelding,PP,Keeper,Sometimes,Montjeu,N409
1850,GB,Unknown,Chestnut,Gelding,PP,New Approach,Illusion,Anabaa,V241
1851,GB,Unknown,Bay,Gelding,PP,Myboycharlie,Native Ring,Bering,T208
1852,IRE,Unknown,Bay,Gelding,PP,Myboycharlie,Spring Glory,Dr Fong,S273
1853,GB,Unknown,Bay,Gelding,PP,Cape Cross,Summer Sunset,Grand Lodge,P350
1854,IRE,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Eastern Blue,Be My Guest,V049
1855,JPN,Unknown,Dark Bay,Horse,VIS,Sakura President,Sakura Blues,Cure The Blues,V604
1856,SAF,Unknown,Bay,Gelding,PP,Stronghold,Sweet Virginia,Casey Tibbs,T118
1857,AUS,Unknown,Chestnut,Gelding,PPG,Snippetson,Renowned Artist,Peintre Celebre,S213
1858,AUS,Unknown,Chestnut,Gelding,PP,Stratum,Hasty Snip,Snippets,S388
1859,IRE,Unknown,Bay,Gelding,PP,Intense Focus,Inourthoughts,Desert Style,S256
1860,IRE,6,Bay,Gelding,PP,Thewayyouare,Vera Mont,Danehill Dancer,A249
1861,AUS,Unknown,Bay,Gelding,PPG,Oratorio,I'm A Thunder,Thunder Gulch,N284
1862,AUS,Unknown,Bay,Gelding,PPG,Magnus,Gypsy Marauder,Marauding,A009
1863,USA,Unknown,Chestnut,Gelding,PPG,Speightstown,Chumsie,Boundary,P156
1864,USA,Unknown,Chestnut,Gelding,PP,Giant's Causeway,Golden Antigua,Hansel,S072
1865,AUS,Unknown,Bay,Gelding,PP,Snitzel,She Must Be Obeyed,Commands,A203
1866,AUS,Unknown,Bay,Gelding,ISG,High Chaparral,Bombay,Encosta de Lago,S339
1867,FR,Unknown,Bay,Colt,VIS,Shamardal,Daryakana,Selkirk,V625
1868,AUS,Unknown,Bay,Brown,VIS,Stratum,Apamea,Zafonic,A620
1869,NZ,Unknown,Brown,Gelding,PP,Testa Rossa,Wednesday Rocks,Encosta de Lago,T059
1870,AUS,Unknown,Chestnut,Gelding,PP,Starcraft,Sunday Service,Sunday Silence,A025
1871,GER,Unknown,Bay,Gelding,PP,Soldier Hollow,Djidda,Lando,S198
1872,AUS,Unknown,Bay,Gelding,ISG,Not A Single Doubt,Time To Move,Canny Lad,S228
1873,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Sweet Caroline,Lake Coniston,V024
1874,AUS,Unknown,Chestnut,Gelding,PPG,Not A Single Doubt,Dark Topaze,Fuji Kiseki,P310
1875,AUS,Unknown,Bay,Gelding,ISG,Fastnet Rock,Kaimana,Tale Of The Cat,V321
1876,NZ,Unknown,Bay,Gelding,PPG,Keeper,Lypsac,Sackford,N060
1877,IRE,Unknown,Bay,Gelding,PP,Royal Applause,Just Julie,Gulch,P321
1878,NZ,Unknown,Grey,Gelding,PPG,Mastercraftsman,Golden Gamble,Oregon,T230
1879,GB,Unknown,Chestnut,Gelding,PP,Fraam,Reamzafonic,Grand Lodge,K132
1880,NZ,6,Bay,Gelding,PPG,Falkirk,Sorbello,Golan,A125
1881,AUS,Unknown,Chestnut,Gelding,PPG,Happy Giggle,Out There,Marwina,A255
1882,IRE,Unknown,Grey,Gelding,PP,Verglas,Ms Bossy Boots,Grand Slam,T152
1883,NZ,Unknown,Brown,Gelding,PPG,Bullbars,Senorita Rosay,Senor Pete,A266
1884,IRE,Unknown,Bay,Gelding,PP,Hannouma,Spark Sept,Septieme Ciel,P126
1885,AUS,Unknown,Bay,Gelding,PP,Oratorio,Kirra Beach,Scenic,T257
1886,AUS,Unknown,Bay,Gelding,PP,Turffontein,Cloudcatcher,Catcher In The Rye,V361
1887,NZ,Unknown,Bay,Gelding,PP,Don Eduardo,Just Polly,O' Reilly,T378
1888,JPN,Unknown,Dark Bay,Gelding,PPG,Kane Hekili,Eureka Chan,Gold Allure,A020
1889,AUS,Unknown,Bay,Gelding,PP,California Dane,Carnebelle,Carnegie,V071
1890,GB,Unknown,Bay,Gelding,PP,Intikhab,Don't Tell Mum,Dansili,N253
1891,NZ,Unknown,Bay,Gelding,PPG,Stravinsky,Springburn,Soviet Lad,P393
1892,AUS,Unknown,Bay,Gelding,PPG,Starcraft,Accomplishment,Flying Spur,A259
1893,AUS,Unknown,Bay,Gelding,PP,God's Own,La Rev,Mr Henrysee,P102
1894,AUS,Unknown,Brown,Gelding,PPG,Face Value,Saintly Halo,Don't Say Halo,M017
1895,AUS,Unknown,Bay,Gelding,PPG,Lucky Owners,Rich N Prestigious,Sadler's Wells,V284
1896,NZ,Unknown,Bay,Gelding,PPG,Keeper,Glocca Morra,Oak Ridge,M390
1897,IRE,Unknown,Bay,Gelding,PP,Oratorio,Faraday Light,Rainbow Quest,T222
1898,NZ,Unknown,Bay,Gelding,PP,Zabeel,Salsa,O'Reilly,V058
1899,AUS,Unknown,Chestnut,Gelding,PPG,Catbird,Mer Du Sud,Bluebird,M030
1900,AUS,Unknown,Bay,Gelding,PPG,Domesday,Hula Moonlight,Black Minnaloushe,S058
1901,NZ,8,Bay,Gelding,PP,Zabeel,Lacada,Giant's Causeway,T391
1902,NZ,Unknown,Bay,Gelding,PP,Rip Van Winkle,Medrano,General Nediym,A095
1903,NZ,Unknown,Bay,Gelding,PP,Elusive City,Bellamina,O'Reilly,T226
1904,NZ,Unknown,Bay,Gelding,PPG,Danroad,Verna,Al Akbar,P198
1905,USA,Unknown,Bay,Gelding,PPG,Yes It's True,Aucilla,Relaunch,T253
1906,NZ,Unknown,Bay,Gelding,PPG,Keeper,Kirin Belle,McGinty,T229
1907,AUS,6,Bay,Gelding,PPG,Commands,Gemadaily,Strategic,V385
1908,NZ,Unknown,Bay,Gelding,PP,Bachelor Duke,Bianca Bay,Bianconi,V372
1909,USA,Unknown,Bay,Gelding,PP,Yankee Gentleman,Kamaal,Irgun,N142
1910,NZ,Unknown,Brown,Gelding,PP,Bachelor Duke,Tithe,Maroof,A286
1911,AUS,Unknown,Bay,Gelding,PP,Exceed And Excel,Regal Kiss,Royal Academy,S160
1912,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Bella Reina,Bite The Bullet,S286
1913,NZ,Unknown,Chestnut,Gelding,PPG,Towkay,Wake Up Suzie,Hereward The Wake,N139
1914,NZ,Unknown,Bay,Gelding,ISG,Pins,Glitzy,O'Reilly,N342
1915,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Santoya,College Chapel,M414
1916,FR,Unknown,Bay,Gelding,VIS,Linngari,Garlinote,Poliglote,A616
1917,AUS,Unknown,Bay,Gelding,ISG,Bernardini,La Sizeranne,Stravinsky,S335
1918,JPN,Unknown,Bay,Horse,VIS,Deep Impact,Star Isle,Rock Of Gibraltar,V601
1919,AUS,Unknown,Bay,Gelding,PP,More Than Ready,Sequential,Lion Hunter,P440
1920,NZ,Unknown,Brown,Gelding,PPG,Bertolini,Full Of Class,Grosvenor,M026
1921,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,It's All About Her,Langfuhr,T259
1922,NZ,Unknown,Bay,Gelding,PPG,Iffraaj,Snowdonia,Peintre Celebre,V033
1923,AUS,Unknown,Bay,Gelding,PP,Al Maher,Ilhaam,Secret Savings,T370
1924,AUS,Unknown,Bay,Gelding,PPG,Danerich,Pentatonic,Pentire,S203
1925,AUS,Unknown,Bay,Gelding,PPG,Manhattan Rain,Jennifer Ann,Flying Spur,V346
1926,IRE,Unknown,Bay,Gelding,PP,Exceed And Excel,Shepherdia,Pivotal,A110
1927,NZ,Unknown,Bay,Gelding,PP,Swiss Ace,Princess Carolina,More Than Ready,V342
1928,USA,Unknown,Chestnut,Gelding,PP,Kitten's Joy,Steaming Home,Salt Lake,T199
1929,NZ,Unknown,Chestnut,Gelding,PP,Swiss Ace,Poetic Music,Stravinsky,A042
1930,NZ,Unknown,Bay,Gelding,PPG,General Nediym,Miss Debonair,Danehill,N053
1931,AUS,Unknown,Bay,Gelding,PPG,Danerich,Metung Belle,Viscount,A006
1932,AUS,Unknown,Bay,Gelding,PP,Beautiful Crown,Fraische,Fraar,M298
1933,NZ,Unknown,Bay,Gelding,PP,O'Reilly,Corsica,Centaine,L276
1934,FR,Unknown,Bay,Gelding,PP,Kavafi,Vraona,Fantastic Light,S306
1935,NZ,Unknown,Brown,Gelding,PPG,Black Minnaloushe,Mi Gazelle,Mi Preferido,K288
1936,AUS,Unknown,Bay,Gelding,PP,Power Of Destiny,Concert Star,Pompeii Court,P376
1937,AUS,Unknown,Grey,Gelding,PPG,Bradbury's Luck,Informative,Snippets,P048
1938,NZ,Unknown,Bay,Gelding,VIS,Sufficient,Middlebrook,Royal Academy,A623
1939,IRE,Unknown,Bay,Gelding,PPG,Canford Cliffs,Khaizarana,Alhaarth,V178
1940,NZ,Unknown,Chestnut,Gelding,PPG,Bachelor Duke,Justawins,Stark South,T135
1941,NZ,Unknown,Brown,Gelding,PPG,Pentire,Zablonde,Zabeel,A272
1942,ITY,Unknown,Bay,Gelding,PP,Martino Alonso,Rosemary Girl,Celtic Swing,T309
1943,IRE,Unknown,Bay,Gelding,PP,Lawman,Pivotal Role,Pivotal,P325
1944,NZ,Unknown,Brown,Gelding,PP,Lonhro,Stella Maree,Magic Ring,L363
1945,IRE,Unknown,Bay,Gelding,PP,Oratorio,Almaaseh,Dancing Brave,N175
1946,NZ,Unknown,Bay,Gelding,PPG,Elusive City,Beautiful Unicorn,Faltaat,T005
1947,NZ,Unknown,Bay,Gelding,PPG,Pins,Devilish Charm,Gold Brose,P028
1948,IRE,Unknown,Bay,Gelding,PP,Clodovil,Jouel,Machiavellian,S409
1949,AUS,Unknown,Chestnut,Gelding,PP,Shamardal,Confidential Miss,Rivotious,P174
1950,AUS,Unknown,Bay,Gelding,PP,Canny Lad,Seduction Line,Testa Rossa,P426
1951,IRE,Unknown,Grey,Gelding,PP,Dark Angel,Glamorous Air,Air Express,N382
1952,AUS,Unknown,Chestnut,Gelding,ISG,Danehill Dancer,Lake Alexandrina,Bluebird,N346
1953,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Sidereus Nuncius,Galileo,T056
1954,AUS,Unknown,Bay,Gelding,PPG,Hinchinbrook,Leyenda,Hurricane Sky,V387
1955,AUS,Unknown,Grey,Gelding,PPG,Murtajill,Curtains,A P Jet,S210
1956,IRE,Unknown,Bay,Horse,VIS,Galileo,Occupandiste,Kaldoun,V606
1957,NZ,Unknown,Bay,Gelding,PPG,Golan,Ruffled Feathers,Oregon,P016
1958,NZ,Unknown,Bay,Gelding,PPG,Savabeel,Mi Centie,Centaine,N138
1959,AUS,Unknown,Bay,Gelding,PP,I Am Invincible,Sweet Maggie,Danehill Dancer,T381
1960,IRE,Unknown,Grey,Gelding,PP,Lope de Vega,Mundus Novus,Unbridled's Song,V172
1961,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Black Mamba,Black Minnaloushe,A030
1962,NZ,Unknown,Bay,Gelding,ISG,Pins,Zephyr O',O'Reilly,S229
1963,AUS,Unknown,Bay,Gelding,PP,More Than Ready,Holidazzle,Flying Spur,P375
1964,USA,Unknown,Grey,Roan,PP,Mizzen Mast,Great Connection,Dayjur,N447
1965,IRE,6,Bay,Gelding,PP,Dandy Man,Royal Majestic,Tobougg,A157
1966,AUS,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Skylark,Marscay,T069
1967,AUS,Unknown,Brown,Gelding,PP,Commands,Chameleon,Encosta de Lago,A294
1968,NZ,Unknown,Bay,Gelding,PP,Keeper,Inshelucky,Volksraad,P386
1969,NZ,Unknown,Bay,Gelding,PPG,High Chaparral,Saint Cecile,Pompeii Court,S353
1970,AUS,Unknown,Black,Gelding,PP,Clang,Mezentseva,Defecting Dancer,T371
1971,AUS,Unknown,Chestnut,Gelding,PP,Jet Spur,Like The Wind,Deputy Governor,V197
1972,NZ,Unknown,Chestnut,Gelding,PPG,Thorn Park,Opal,Sky Chase,T395
1973,GB,Unknown,Chestnut,Gelding,PP,Medicean,Atiara,Pivotal,V168
1974,NZ,Unknown,Bay,Gelding,PPG,Lucky Unicorn,Redzabetta,Centaine,M087
1975,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Shiroko,Viscount,V386
1976,IRE,Unknown,Bay,Gelding,PPG,Fastnet Rock,Mohican Princess,Shirley Heights,T192
1977,AUS,Unknown,Chestnut,Colt,VIS,Hard Spun,Alharir,Jeune,V633
1978,NZ,Unknown,Bay,Gelding,PPG,Nadeem,Loose Lill,Towkay,A056
1979,AUS,Unknown,Bay,Gelding,PPG,Stratum,New Edition,Stormy Atlantic,V309
1980,GB,Unknown,Chestnut,Gelding,PP,Byron,Queen Jean,Pivotal,N101
1981,IRE,Unknown,Brown,Gelding,PPG,Rock Of Gibraltar,Amaya,Kingmambo,V050
1982,NZ,Unknown,Bay,Gelding,PP,Rios,Danish Wedding,Danasinga,A263
1983,NZ,Unknown,Bay,Gelding,PP,Fully Fledged,Lake Letitia,Belong To Me,S297
1984,FR,Unknown,Brown,Gelding,PP,Chichicastenango,Bubble Back,Grand Lodge,N369
1985,IRE,Unknown,Bay,Gelding,PP,Byron,Reunion,Be My Guest,M148
1986,GB,Unknown,Bay,Gelding,PPG,Medicean,Red Blossom,Green Desert,P407
1987,NZ,Unknown,Bay,Gelding,PP,Thewayyouare,Brilliant Kiwi,Brilliance,T382
1988,IRE,6,Bay,Gelding,PP,Approve,Cuilaphuca,Danetime,A235
1989,GB,Unknown,Chestnut,Gelding,ISG,Exceed And Excel,Arian Da,Superlative,S226
1990,NZ,Unknown,Chestnut,Gelding,PPG,Iffraaj,Centaurea,Centaine,V030
1991,NZ,Unknown,Bay,Gelding,PP,Lucky Unicorn,Eagle Feather,Quest For Fame,N410
1992,AUS,Unknown,Brown,Gelding,PPG,Street Sense,Gold Lyric,Johannesburg,T045
1993,NZ,Unknown,Bay,Gelding,PPG,Zabeel,Pedante,Danehill,N218
1994,ITY,Unknown,Bay,Gelding,PP,Mujahid,Occhi Di Giada,Shantou,P328
1995,AUS,Unknown,Bay,Gelding,PPG,Bel Esprit,Swinging Feeling,Danasinga,A026
1996,NZ,Unknown,Bay,Gelding,PP,Tavistock,Wahaha,Stravinsky,A099
1997,AUS,Unknown,Chestnut,Gelding,PP,Fomalhaut,Still The One,Perugino,N421
1998,NZ,Unknown,Bay,Gelding,PP,Postponed,Danvers,Danzero,T271
1999,AUS,Unknown,Bay,Gelding,PPG,Stryker,Dee Six,Real Quiet,V224
2000,AUS,Unknown,Bay,Gelding,PPG,Manhattan Rain,Alexandrova,Snitzel,A054
2001,IRE,Unknown,Bay,Gelding,PP,Alhaarth,Erstwhile,Desert Prince,N099
2002,AUS,Unknown,Bay,Gelding,PPG,Mossman,Ashkaleta,Ashkalani,S322
2003,AUS,Unknown,Bay,Gelding,PPG,Statue Of Liberty,Rachael's Pride,Akhadan,P349
2004,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Intierra,Zabeel,V064
2005,AUS,Unknown,Brown,Gelding,PP,More Than Ready,Yarralumla,Grand Lodge,P441
2006,GER,Unknown,Bay,Gelding,ISG,Soldier Hollow,Desabina,Big Shuffle,S221
2007,AUS,Unknown,Bay,Gelding,PP,Nicconi,Don't Count On It,Rock Of Gibraltar,V252
2008,AUS,Unknown,Chestnut,Gelding,PP,Host,Soorena,Encosta de Lago,P439
2009,IRE,Unknown,Bay,Gelding,PP,Kodiac,Dancing Prize,Sadler's Wells,T413
2010,AUS,Unknown,Bay,Gelding,PPG,Any Given Saturday,Gold 'N' Silk,Johannesburg,P283
2011,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Lute,Stravinsky,N264
2012,IRE,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Open Book,Mark Of Esteem,V179
2013,AUS,Unknown,Chestnut,Gelding,ISG,Choisir,Russian Classic,Stravinsky,V314
2014,NZ,Unknown,Bay,Gelding,PPG,Towkay,Melanie,Al Akbar,S096
2015,NZ,6,Bay,Gelding,PPG,O'Reilly,Flutter,Savabeel,A127
2016,NZ,Unknown,Bay,Brown,PPG,Savabeel,Lap Dancer,Danasinga,V276
2017,GB,Unknown,Bay,Horse,VIS,Dansili,Dance Routine,Sadler's Wells,T615
2018,GER,Unknown,Chestnut,Gelding,PP,Paolini,Hollywood Love,Lomitas,M126
2019,NZ,Unknown,Bay,Gelding,PPG,Pins,Like Me Wild,Cape Cross,T384
2020,NZ,Unknown,Bay,Gelding,PPG,Align,Sally's Masque,Hunza Court,S011
2021,AUS,Unknown,Bay,Gelding,PPG,Zariz,Shaanxi,Yallah Prince,P065
2022,NZ,6,Bay,Gelding,PPG,Darci Brahma,Leigh Valley,Bianconi,A123
2023,GB,Unknown,Chestnut,Gelding,PP,Compton Place,Hasten,Lear Fan,P223
2024,FR,Unknown,Bay,Colt,VIS,King's Best,Memoire,Sadler's Wells,V624
2025,IRE,Unknown,Bay,Gelding,PP,Footstepsinthesand,Princess Serena,Unbridled's Song,T190
2026,AUS,Unknown,Bay,Brown,PPG,Encosta de Lago,Diamond Jewel,Statoblest,P178
2027,AUS,Unknown,Grey,Gelding,PP,Stratum,Rubicall,Rubiton,S282
2028,USA,Unknown,Bay,Gelding,PP,Hat Trick,Asuncion,Powerscourt,A228
2029,AUS,Unknown,Bay,Gelding,PPG,Duporth,Cassata,Viking Ruler,T024
2030,NZ,Unknown,Bay,Gelding,PPG,Commands,Sing Song Girl,Generous,T405
2031,AUS,Unknown,Bay,Gelding,ISG,Fastnet Rock,Sweet Emotion,Bering,T332
2032,NZ,Unknown,Bay,Gelding,PPG,Perfectly Ready,Lacy Tops,Clay Hero,N432
2033,IRE,Unknown,Bay,Gelding,PP,Elnadim,Dance Clear,Marju,P322
2034,FR,Unknown,Black,Gelding,PP,Country Reel,Adeje Park,Night Shift,S408
2035,AUS,Unknown,Bay,Gelding,PP,Casino Prince,Sovereign Miss,Made Of Gold,T234
2036,IRE,Unknown,Bay,Gelding,PP,Dark Angel,Cover Girl,Common Grounds,T288
2037,AUS,Unknown,Chestnut,Gelding,PPG,Pendragon,Cavita,Cadeaux Genereux,V259
2038,AUS,Unknown,Bay,Brown,PPG,Face Value,More Than Fair,Military Plume,L088
2039,NZ,Unknown,Bay,Gelding,PP,Thorn Park,Richfield Rose,Crested Wave,V270
2040,GER,Unknown,Bay,Gelding,PP,Areion,Goonda,Darshaan,A246
2041,GB,Unknown,Bay,Gelding,PP,Sakhee's Secret,Coffee Time,Efisio,T206
2042,AUS,Unknown,Bay,Gelding,PP,Jet Spur,Coed,Honor Grades,S360
2043,IRE,Unknown,Grey,Gelding,PP,Mastercraftsman,Lady Hawkfield,Hawk Wing,V113
2044,AUS,Unknown,Bay,Gelding,PP,Al Samer,Angie Baby,Ali-Royal,N143
2045,AUS,Unknown,Bay,Gelding,PP,Untouchable,Honora,Gold Carat,P105
2046,AUS,Unknown,Chestnut,Gelding,PP,Lope de Vega,Isola Di Capri,Galileo,A023
2047,NZ,Unknown,Bay,Gelding,PP,Falkirk,Cadence,Rhythm,T179
2048,IRE,Unknown,Chestnut,Gelding,PPG,Danehill Dancer,Alimony,Groom Dancer,L133
2049,NZ,Unknown,Bay,Gelding,PPG,Thorn Park,Catalina Lady,Flying Spur,S305
2050,GB,Unknown,Bay,Gelding,PPG,Exceed And Excel,Lucky Token,Key Of Luck,P042
